operation,amount,time
division,10000000,562190
division,10000000,544808
division,10000000,555728
division,10000000,522217
division,10000000,588523
division,10000000,592394
division,10000000,602127
division,10000000,624027
division,10000000,671434
division,10000000,560625
division,10000000,567491
division,10000000,561575
division,10000000,567877
division,10000000,568187
division,10000000,553693
division,10000000,565159
division,10000000,543051
division,10000000,536728
division,10000000,536189
division,10000000,541827
division,10000000,564812
division,10000000,539690
division,10000000,538381
division,10000000,545093
division,10000000,547582
division,10000000,541503
division,10000000,583019
division,10000000,597629
smaller than,10000000,491604
smaller than,10000000,502089
smaller than,10000000,497952
smaller than,10000000,509398
smaller than,10000000,500239
smaller than,10000000,491521
smaller than,10000000,539018
smaller than,10000000,507210
smaller than,10000000,481423
smaller than,10000000,507381
smaller than,10000000,504197
smaller than,10000000,499504
smaller than,10000000,498741
smaller than,10000000,516106
smaller than,10000000,506599
smaller than,10000000,486431
smaller than,10000000,484822
smaller than,10000000,499653
smaller than,10000000,490839
smaller than,10000000,512295
smaller than,10000000,510855
smaller than,10000000,513596
smaller than,10000000,509616
smaller than,10000000,506903
smaller than,10000000,533196
smaller than,10000000,517422
smaller than,10000000,508554
smaller than,10000000,493211
smaller than,10000000,484652
smaller than,10000000,497289
smaller than,10000000,496523
smaller than,10000000,506089
smaller than,10000000,499093
smaller than,10000000,496709
smaller than,10000000,552180
smaller than,10000000,516261
smaller than,10000000,502280
smaller than,10000000,515082
smaller than,10000000,509994
smaller than,10000000,507270
smaller than,10000000,507507
smaller than,10000000,517932
smaller than,10000000,511954
smaller than,10000000,505812
smaller than,10000000,491054
smaller than,10000000,505341
smaller than,10000000,506208
smaller than,10000000,513495
smaller than,10000000,509979
smaller than,10000000,511319
greater than,10000000,507302
greater than,10000000,506537
greater than,10000000,526011
greater than,10000000,505664
greater than,10000000,518548
greater than,10000000,513176
greater than,10000000,527255
greater than,10000000,512479
greater than,10000000,521691
greater than,10000000,516177
greater than,10000000,527363
greater than,10000000,519286
greater than,10000000,518664
greater than,10000000,515338
greater than,10000000,515104
greater than,10000000,516216
greater than,10000000,577594
greater than,10000000,509278
greater than,10000000,504499
greater than,10000000,515124
greater than,10000000,515873
greater than,10000000,518585
greater than,10000000,514985
greater than,10000000,516090
greater than,10000000,516094
greater than,10000000,525886
greater than,10000000,528242
greater than,10000000,501155
greater than,10000000,505324
greater than,10000000,522283
greater than,10000000,514238
greater than,10000000,512662
greater than,10000000,519695
greater than,10000000,512239
greater than,10000000,519374
greater than,10000000,515923
greater than,10000000,589384
greater than,10000000,515069
greater than,10000000,521155
greater than,10000000,519816
greater than,10000000,490458
greater than,10000000,507954
greater than,10000000,510599
greater than,10000000,512133
greater than,10000000,523219
greater than,10000000,507530
greater than,10000000,518182
greater than,10000000,509164
greater than,10000000,512965
greater than,10000000,512051
equals,10000000,462719
equals,10000000,467941
equals,10000000,466838
equals,10000000,459819
equals,10000000,460189
equals,10000000,460470
equals,10000000,463577
equals,10000000,461404
equals,10000000,463512
equals,10000000,463379
equals,10000000,458966
equals,10000000,465325
equals,10000000,451699
equals,10000000,458002
equals,10000000,467961
equals,10000000,469211
equals,10000000,464107
equals,10000000,506469
equals,10000000,473550
equals,10000000,445949
equals,10000000,464399
equals,10000000,464504
equals,10000000,459152
equals,10000000,465175
equals,10000000,452852
equals,10000000,464490
equals,10000000,465732
equals,10000000,462960
equals,10000000,461892
equals,10000000,468846
equals,10000000,458032
equals,10000000,447014
equals,10000000,438156
equals,10000000,435869
equals,10000000,458758
equals,10000000,482117
equals,10000000,490724
equals,10000000,467767
equals,10000000,462055
equals,10000000,478264
equals,10000000,503756
equals,10000000,498974
equals,10000000,510090
equals,10000000,509486
equals,10000000,499243
equals,10000000,555447
equals,10000000,469665
equals,10000000,465140
equals,10000000,457460
equals,10000000,461640
not equals,10000000,452801
not equals,10000000,454559
not equals,10000000,447698
not equals,10000000,450439
not equals,10000000,531839
not equals,10000000,444503
not equals,10000000,457744
not equals,10000000,441614
not equals,10000000,460681
not equals,10000000,458581
not equals,10000000,459930
not equals,10000000,445127
not equals,10000000,454729
not equals,10000000,459154
not equals,10000000,446920
not equals,10000000,456752
not equals,10000000,454389
not equals,10000000,455160
not equals,10000000,455449
not equals,10000000,442472
not equals,10000000,453636
not equals,10000000,456444
not equals,10000000,462257
not equals,10000000,453767
not equals,10000000,455181
not equals,10000000,446433
not equals,10000000,437213
not equals,10000000,459665
not equals,10000000,448561
not equals,10000000,453995
not equals,10000000,450364
not equals,10000000,525792
not equals,10000000,441589
not equals,10000000,455917
not equals,10000000,454063
not equals,10000000,453872
not equals,10000000,458911
not equals,10000000,447346
not equals,10000000,455730
not equals,10000000,445145
not equals,10000000,464709
not equals,10000000,451228
not equals,10000000,458215
not equals,10000000,457033
not equals,10000000,434686
not equals,10000000,450954
not equals,10000000,453841
not equals,10000000,443760
not equals,10000000,458325
not equals,10000000,454782
isPrime,10000000,1073908
isPrime,10000000,1069689
isPrime,10000000,1059443
isPrime,10000000,1073622
isPrime,10000000,1151716
isPrime,10000000,1040915
isPrime,10000000,1071695
isPrime,10000000,1070530
isPrime,10000000,1073727
isPrime,10000000,1054222
isPrime,10000000,1060136
isPrime,10000000,1128559
isPrime,10000000,1146995
isPrime,10000000,1146630
isPrime,10000000,1147112
isPrime,10000000,1143040
isPrime,10000000,1114367
isPrime,10000000,1091275
isPrime,10000000,1111174
isPrime,10000000,1185504
isPrime,10000000,1051683
isPrime,10000000,1084693
isPrime,10000000,1054770
isPrime,10000000,1090548
isPrime,10000000,1071056
isPrime,10000000,1070288
isPrime,10000000,1077874
isPrime,10000000,1077592
isPrime,10000000,1079581
isPrime,10000000,1076016
isPrime,10000000,1061779
isPrime,10000000,1083139
isPrime,10000000,1071659
isPrime,10000000,1163799
isPrime,10000000,1070571
isPrime,10000000,1078438
isPrime,10000000,1056148
